Location,Land_Area,Floor_Area,Number_of_Floors,Number_of_Bedrooms,Number_of_Bathrooms,House_Type,Year_Built,Condition,Parking_Availability,Proximity_to_City_Center,Price
Suburban,3336.15,2797.9,2,5,3,Multi-Family,1977,Renovated,0,21.38,2710534.98
Suburban,3953.71,2796.94,2,5,3,Multi-Family,1987,Renovated,1,29.23,3192125.84
Suburban,2557.19,1896.26,1,3,2,Multi-Family,1973,Old,1,24.64,2092062.54
Suburban,2956.47,1995.48,2,3,2,Apartment,1988,Renovated,1,16.62,2285039.47
Rural,2743.39,2274.92,2,4,2,Multi-Family,2000,Renovated,1,30.69,2339141.73
Rural,406.56,353.52,2,1,1,Multi-Family,1999,Renovated,1,55.9,435593.99
Suburban,1352.11,1021.73,2,2,1,Multi-Family,1956,Old,1,21.61,1160574.98
Urban,3261.26,2701.34,3,5,2,Single-Family,2017,Good,0,7.38,2769456.73
Rural,3358.49,1758.51,2,3,2,Multi-Family,2002,Renovated,1,55.54,2375335.36
Urban,3335.61,2876.78,1,5,3,Multi-Family,1986,Renovated,0,1.1,2835192.31
Rural,2322.19,1336.58,1,2,2,Apartment,2003,Renovated,1,37.36,1767000.68
Suburban,505.17,304.42,1,1,1,Single-Family,2004,Renovated,1,28.64,487536.62
Rural,1471.48,767.13,1,1,1,Apartment,1980,Renovated,0,50.16,1065455.84
Suburban,1624.49,1439.56,2,2,1,Multi-Family,2014,Good,0,29.87,1387225.25
Rural,3128.77,2630.68,2,5,3,Multi-Family,2008,Good,0,52.0,2560058.04
Suburban,2142.63,1853.96,2,3,2,Multi-Family,1996,Renovated,1,19.4,1797250.73
Suburban,4190.4,3515.27,1,7,4,Multi-Family,1998,Renovated,0,16.22,3505410.31
Suburban,3967.64,2744.86,1,5,3,Multi-Family,1967,Old,1,18.1,3028636.67
Suburban,4173.7,3629.59,1,7,4,Apartment,1952,Old,1,25.65,3441223.14
Urban,1583.49,1405.81,4,2,1,Multi-Family,1967,Old,1,7.65,1453922.1
Suburban,2990.89,2096.69,2,4,2,Multi-Family,2007,Good,1,15.05,2343632.28
Urban,2022.48,1153.32,4,2,1,Single-Family,2020,New,1,3.07,1677319.68
Urban,2827.87,2158.93,4,4,3,Single-Family,1974,Old,0,9.36,2377403.45
Suburban,1694.39,1508.3,1,3,2,Multi-Family,1967,Old,1,17.74,1499316.06
Urban,3726.16,3162.98,2,6,3,Multi-Family,2001,Renovated,0,8.5,3096505.92
Rural,1713.07,1447.07,1,2,2,Multi-Family,1992,Renovated,0,43.27,1456210.71
Suburban,552.76,482.85,1,1,1,Multi-Family,2016,Good,1,27.85,666444.62
Urban,4533.78,3888.08,1,7,4,Multi-Family,1956,Old,1,5.55,3781757.45
Suburban,2942.5,2384.93,1,4,3,Multi-Family,2023,New,0,22.91,2511133.53
Suburban,1430.87,1126.54,1,2,2,Apartment,1993,Renovated,0,15.41,1271350.47
Suburban,2337.73,1416.45,2,2,2,Apartment,1993,Renovated,1,17.68,1913659.53
Urban,1923.14,1439.54,1,2,1,Apartment,2000,Renovated,0,3.66,1616461.84
Rural,2505.74,1775.56,1,3,2,Single-Family,1970,Old,1,58.68,1874067.37
Rural,3302.78,2790.11,1,5,2,Multi-Family,1986,Renovated,1,45.29,2755333.65
Urban,3145.78,2191.62,1,4,2,Single-Family,1977,Renovated,0,7.53,2413427.44
Suburban,2753.73,1517.57,2,3,1,Single-Family,1981,Renovated,1,24.88,2012475.33
Urban,2505.25,1257.61,2,2,1,Single-Family,2006,Good,0,1.92,1834732.54
Urban,3578.67,2759.69,3,5,2,Apartment,1990,Renovated,0,8.34,2901126.44
Urban,574.54,413.65,4,1,1,Multi-Family,2003,Renovated,0,0.41,637301.17
Suburban,1751.07,1107.35,2,2,1,Multi-Family,1976,Renovated,0,25.86,1445456.6
Urban,1521.34,863.5,3,1,1,Single-Family,2023,New,0,2.11,1286991.77
Suburban,3506.26,2407.7,1,4,2,Apartment,1989,Renovated,0,17.1,2663190.16
Urban,1760.91,951.09,1,1,1,Single-Family,1990,Renovated,1,6.95,1413257.13
Rural,1214.04,770.24,2,1,1,Single-Family,2019,Good,1,56.23,943050.5
Urban,3049.33,1987.2,3,3,2,Multi-Family,1973,Old,1,8.88,2424413.33
Urban,1591.25,1091.99,2,2,1,Apartment,1967,Old,0,2.83,1411191.75
Rural,2149.27,1475.79,2,2,2,Multi-Family,2023,New,1,45.08,1730276.43
Suburban,4881.14,2942.36,1,5,2,Single-Family,2005,Good,1,15.57,3599601.89
Suburban,3287.14,2761.48,2,5,3,Multi-Family,1964,Old,0,15.79,2712409.11
Urban,2288.96,1470.01,2,2,2,Single-Family,2021,New,1,6.65,1884414.4
Rural,2378.87,1407.9,1,2,2,Apartment,1984,Renovated,1,48.18,1770659.92
Suburban,3407.49,1943.37,1,3,2,Multi-Family,1976,Renovated,1,18.36,2519292.86
Urban,3162.87,1989.54,2,3,2,Multi-Family,1952,Old,1,4.43,2486305.24
Rural,2575.6,1357.4,1,2,2,Multi-Family,1970,Old,1,46.88,1817268.29
Suburban,2603.56,1336.05,1,2,2,Multi-Family,1988,Renovated,1,16.2,1828623.95
Suburban,1020.15,757.01,1,1,1,Multi-Family,1981,Renovated,1,20.23,885381.9
Rural,809.99,605.6,2,1,1,Apartment,1999,Renovated,1,35.54,849271.48
Rural,2323.18,1653.72,1,3,1,Apartment,1958,Old,1,53.86,1782602.73
Rural,1866.71,1502.54,2,3,1,Multi-Family,1999,Renovated,1,33.89,1577208.41
Rural,3086.08,1591.37,2,3,1,Single-Family,1950,Old,0,50.39,2116114.81
Urban,2697.18,2358.39,1,4,3,Single-Family,1953,Old,1,5.94,2349409.44
Rural,1727.23,929.29,2,1,1,Multi-Family,1953,Old,1,30.04,1211521.73
Suburban,2663.2,2049.62,2,4,3,Multi-Family,1983,Renovated,1,22.45,2295445.36
Suburban,2081.77,1151.97,1,2,2,Apartment,1976,Renovated,1,26.37,1575908.93
Urban,4566.6,3890.57,3,7,4,Apartment,1964,Old,1,4.62,3754591.47
Suburban,2886.24,2032.74,2,4,2,Multi-Family,1981,Renovated,1,20.82,2321662.62
Suburban,939.39,500.62,2,1,1,Multi-Family,1990,Renovated,1,14.75,885760.86
Rural,4320.52,3226.09,2,6,4,Single-Family,2020,New,1,51.92,3383435.55
Suburban,1866.85,940.23,1,1,1,Apartment,2010,Good,0,21.59,1306044.99
Urban,1525.26,1236.08,2,2,2,Multi-Family,2012,Good,0,1.14,1310816.13
Rural,4643.69,3530.29,1,7,4,Apartment,2010,Good,1,49.09,3718672.58
Rural,2845.84,1664.96,1,3,1,Multi-Family,1963,Old,1,47.65,2062244.64
Urban,3200.77,2080.18,4,4,2,Multi-Family,1972,Old,1,0.47,2575641.01
Rural,3233.06,1626.63,1,3,1,Multi-Family,2014,Good,1,49.22,2291669.86
Rural,2294.01,1783.53,1,3,1,Multi-Family,1981,Renovated,1,39.9,1804510.38
Urban,1927.59,1212.58,2,2,1,Single-Family,1990,Renovated,1,6.98,1618573.36
Rural,2090.74,1523.39,2,3,2,Multi-Family,1975,Renovated,1,56.54,1687514.64
Urban,4108.87,3626.86,4,7,4,Single-Family,1997,Renovated,1,3.7,3535613.81
Urban,2703.79,1675.77,1,3,1,Single-Family,2022,New,1,6.76,2175377.9
Suburban,3812.92,3416.74,2,6,4,Multi-Family,1965,Old,1,26.03,3179493.49
Suburban,2423.55,1825.15,2,3,1,Apartment,1980,Renovated,0,15.72,2008759.45
Rural,1744.62,1041.25,2,2,2,Apartment,2015,Good,1,42.37,1365329.33
Rural,1057.78,713.7,2,1,1,Multi-Family,1981,Renovated,1,39.58,900000.77
Urban,3148.0,2506.38,2,5,3,Multi-Family,1959,Old,1,4.0,2584954.73
Rural,4194.1,2846.08,1,5,2,Multi-Family,1974,Old,1,49.9,3066873.85
Urban,1614.03,851.24,2,1,1,Apartment,1994,Renovated,0,1.87,1251140.87
Urban,3013.37,1709.91,1,3,1,Apartment,1973,Old,1,0.1,2225380.68
Rural,1124.38,918.08,1,1,1,Multi-Family,1952,Old,1,31.16,854121.98
Urban,1944.3,1476.4,4,2,2,Apartment,2011,Good,1,5.05,1686242.89
Suburban,2767.94,2014.87,1,4,3,Single-Family,2016,Good,0,25.16,2307022.15
Rural,771.71,437.6,1,1,1,Apartment,2004,Renovated,1,50.69,635713.15
Suburban,2481.98,2072.71,2,4,3,Apartment,1959,Old,1,23.76,2037858.24
Rural,1663.3,1470.85,1,2,1,Multi-Family,2004,Renovated,1,57.94,1454412.16
Urban,3104.76,1603.16,4,3,1,Single-Family,1971,Old,1,1.55,2286661.91
Rural,2334.6,1240.17,1,2,2,Multi-Family,1963,Old,1,32.66,1669282.54
Suburban,3439.44,2936.9,1,5,2,Apartment,2022,New,1,16.67,2837388.35
Urban,2220.4,1834.54,4,3,2,Single-Family,1957,Old,0,7.73,1897056.63
Rural,1137.62,850.0,1,1,1,Multi-Family,1964,Old,1,30.42,950324.41
Rural,1013.04,889.44,1,1,1,Apartment,1964,Old,1,48.74,904272.81
Rural,590.99,448.31,2,1,1,Single-Family,2001,Renovated,1,49.72,573823.34
Suburban,3132.96,1837.15,2,3,1,Multi-Family,2019,Good,1,21.4,2349812.51
Suburban,5057.73,4002.98,1,8,4,Single-Family,2003,Renovated,1,27.49,4046101.19
Rural,2935.24,2225.75,1,4,2,Apartment,1991,Renovated,0,43.57,2283057.53
Urban,4172.05,3731.06,4,7,4,Multi-Family,1968,Old,1,5.72,3473716.49
Urban,3633.57,2127.67,2,4,2,Apartment,1989,Renovated,1,0.33,2862855.29
Suburban,1981.66,1464.75,2,2,2,Single-Family,2018,Good,1,25.81,1702413.35
Urban,3765.32,3057.69,4,6,4,Apartment,1976,Renovated,1,2.87,3165750.38
Suburban,2021.43,1284.81,2,2,2,Single-Family,2023,New,0,26.81,1611198.5
Rural,2041.29,1330.66,1,2,2,Multi-Family,1992,Renovated,1,46.74,1578005.23
Suburban,2291.41,1959.52,1,3,2,Apartment,2001,Renovated,1,23.41,1986422.31
Suburban,2338.8,1547.53,1,3,2,Multi-Family,1995,Renovated,1,12.29,1947665.98
Rural,3161.37,2370.69,2,4,3,Multi-Family,1963,Old,0,53.31,2395838.64
Urban,1829.11,1565.16,1,3,2,Multi-Family,2013,Good,1,2.32,1711529.47
Suburban,3389.1,1979.0,2,3,1,Multi-Family,2010,Good,1,13.05,2450819.82
Suburban,3374.74,3012.8,1,6,3,Apartment,2007,Good,1,10.43,2936631.99
Rural,2842.96,2219.73,2,4,3,Apartment,1998,Renovated,0,44.54,2272266.37
Urban,4439.61,3100.84,2,6,4,Multi-Family,1978,Renovated,1,1.0,3504414.94
Suburban,3787.39,2546.52,1,5,2,Multi-Family,1975,Renovated,1,15.66,2811664.98
Rural,3569.73,3147.59,2,6,3,Single-Family,1976,Renovated,0,40.61,2890191.03
Suburban,2566.15,1494.24,1,2,1,Multi-Family,2016,Good,1,28.69,1910040.21
Rural,2851.77,1781.42,1,3,1,Single-Family,2016,Good,1,35.02,2097094.51
Urban,3023.81,1884.19,1,3,1,Single-Family,1984,Renovated,0,4.09,2232296.32
Urban,2513.24,1547.16,3,3,1,Multi-Family,2009,Good,1,3.8,2000578.03
Urban,2124.43,1460.37,1,2,2,Apartment,2010,Good,1,1.99,1895394.44
Urban,94.29,84.45,1,1,1,Single-Family,2019,Good,0,0.8,352534.29
Suburban,3217.77,2752.85,1,5,2,Apartment,1952,Old,1,19.53,2672621.26
Suburban,3541.45,2235.29,2,4,2,Multi-Family,1982,Renovated,1,29.62,2714002.83
Urban,1338.88,895.91,1,1,1,Multi-Family,1991,Renovated,0,5.1,1275271.51
Urban,3105.17,2384.13,4,4,3,Multi-Family,1962,Old,1,9.47,2513048.58
Urban,1908.47,967.33,3,1,1,Multi-Family,1978,Renovated,1,1.4,1469700.52
Suburban,2133.47,1766.64,1,3,2,Single-Family,1958,Old,0,17.75,1753499.11
Urban,3810.76,3246.46,3,6,4,Single-Family,1981,Renovated,1,2.8,3167131.42
Urban,1509.37,1272.22,3,2,2,Apartment,1971,Old,0,0.13,1382363.25
Urban,1507.85,980.14,2,1,1,Apartment,2007,Good,1,9.43,1307902.51
Rural,4304.83,2947.95,1,5,3,Single-Family,2006,Good,1,38.01,3299001.27
Urban,2354.44,1188.89,2,2,2,Multi-Family,1959,Old,0,4.82,1803094.53
Rural,3746.55,2471.82,2,4,2,Apartment,1974,Old,1,35.11,2848242.97
Rural,901.3,616.64,2,1,1,Single-Family,2011,Good,1,59.17,822209.91
Urban,981.4,846.74,4,1,1,Apartment,2012,Good,0,6.93,967424.13
Rural,1587.06,1361.05,1,2,2,Single-Family,1952,Old,1,30.34,1326184.5
Urban,2018.54,1789.31,1,3,2,Multi-Family,1996,Renovated,0,8.78,1757187.62
Suburban,1096.71,936.64,2,1,1,Single-Family,2004,Renovated,1,21.9,1035724.27
Suburban,2869.3,1444.06,2,2,2,Apartment,1975,Renovated,0,26.2,2077673.79
Suburban,2934.59,2220.26,1,4,3,Single-Family,1962,Old,1,12.71,2302489.38
Suburban,1601.86,844.65,2,1,1,Apartment,1956,Old,1,17.99,1293190.95
Rural,1681.4,1024.04,1,2,2,Apartment,1983,Renovated,1,47.44,1315504.11
Urban,1813.22,1326.05,4,2,1,Apartment,1971,Old,0,2.18,1499432.62
Urban,1335.11,1041.71,2,2,2,Multi-Family,1972,Old,1,8.45,1190081.27
Urban,395.56,301.36,2,1,1,Multi-Family,1997,Renovated,1,4.66,621121.96
Suburban,2414.96,1254.87,1,2,1,Single-Family,1963,Old,1,11.21,1803766.86
Suburban,2069.56,1120.55,1,2,2,Single-Family,2001,Renovated,0,11.24,1613452.79
Urban,2171.85,1197.63,3,2,1,Apartment,1988,Renovated,1,7.96,1710813.27
Suburban,1488.2,798.52,2,1,1,Multi-Family,1990,Renovated,0,25.43,1231776.78
Urban,3310.5,1891.27,3,3,1,Single-Family,1985,Renovated,0,9.45,2509083.57
Urban,4925.39,3819.12,1,7,4,Single-Family,1955,Old,1,6.67,4016239.34
Urban,1665.92,1386.6,1,2,1,Multi-Family,1972,Old,1,5.95,1554153.26
Urban,3899.7,2587.55,3,5,2,Apartment,1959,Old,0,3.52,2953206.7
Urban,2866.65,2227.71,3,4,3,Single-Family,2009,Good,0,9.37,2412261.56
Urban,2535.42,1470.56,4,2,1,Apartment,1979,Renovated,1,3.38,2048896.19
Urban,2155.88,1917.25,1,3,2,Multi-Family,2019,Good,1,8.36,1988379.62
Suburban,2416.78,1546.74,1,3,2,Multi-Family,1954,Old,1,19.69,1838172.66
Urban,3649.59,3059.62,3,6,3,Single-Family,2006,Good,1,7.67,3103292.24
Urban,1361.92,1195.97,4,2,2,Single-Family,1992,Renovated,0,9.12,1331018.04
Suburban,2224.99,1882.09,2,3,2,Multi-Family,2001,Renovated,1,23.85,1842277.74
Suburban,3749.0,1975.07,1,3,2,Apartment,1955,Old,0,25.35,2595888.17
Suburban,3483.71,2648.05,1,5,3,Apartment,1951,Old,1,18.41,2716009.99
Urban,1377.41,754.87,1,1,1,Multi-Family,1966,Old,1,0.55,1178644.0
Rural,2317.41,1163.95,1,2,1,Single-Family,1961,Old,1,44.82,1713450.06
Rural,3228.01,1680.87,1,3,1,Multi-Family,1993,Renovated,0,46.56,2143544.72
Suburban,3163.43,2740.98,1,5,3,Single-Family,2003,Renovated,0,22.73,2653054.75
Rural,3475.13,3000.38,1,6,3,Apartment,1956,Old,1,53.53,2799101.73
Suburban,2884.29,1702.68,1,3,1,Single-Family,1981,Renovated,1,16.36,2265185.53
Urban,3051.95,2193.82,3,4,2,Apartment,1978,Renovated,1,6.67,2501678.25
Rural,2842.8,2507.38,2,5,3,Multi-Family,1995,Renovated,0,35.27,2398735.24
Urban,4079.73,2850.44,3,5,2,Single-Family,2022,New,1,7.78,3315732.0
Rural,2078.19,1366.27,1,2,2,Apartment,2002,Renovated,1,46.13,1624710.77
Urban,2548.19,1766.66,2,3,1,Single-Family,1974,Old,1,2.87,1972544.36
Rural,1485.03,1211.91,1,2,1,Apartment,2002,Renovated,1,34.62,1257833.83
Urban,1287.98,889.88,2,1,1,Apartment,1978,Renovated,0,1.53,1150708.53
Urban,2824.96,2297.57,1,4,2,Multi-Family,1955,Old,1,4.34,2325889.52
Rural,1775.81,1194.55,1,2,2,Multi-Family,1987,Renovated,1,53.16,1315290.63
Urban,2442.31,1467.35,2,2,2,Single-Family,1952,Old,0,4.27,1820103.84
Urban,4117.75,2596.61,1,5,2,Apartment,1984,Renovated,1,3.4,3222705.36
Urban,4059.94,2156.35,2,4,3,Multi-Family,2004,Renovated,1,3.38,2941788.5
Rural,4724.04,3301.88,2,6,4,Single-Family,1996,Renovated,1,59.75,3723036.34
Rural,4137.65,2313.96,1,4,3,Multi-Family,1982,Renovated,0,34.71,3007242.74
Urban,4903.02,4043.12,2,8,5,Single-Family,1952,Old,1,3.56,4078458.75
Urban,2936.53,1962.3,2,3,1,Multi-Family,2018,Good,1,2.62,2278333.8
Rural,1596.98,1287.17,2,2,2,Multi-Family,2008,Good,1,36.39,1441761.41
Rural,1499.61,1322.33,1,2,2,Apartment,1967,Old,0,54.21,1224223.45
Urban,3896.33,3272.1,1,6,3,Apartment,2015,Good,1,6.45,3194991.7
Urban,2551.63,2246.93,1,4,2,Multi-Family,1974,Old,0,0.38,2212548.41
Urban,2626.13,1909.66,1,3,1,Apartment,1969,Old,1,4.8,2166214.36
Suburban,1950.93,1104.48,2,2,2,Multi-Family,2020,New,1,29.11,1527344.21
Rural,2070.83,1810.23,2,3,2,Single-Family,2018,Good,1,36.39,1745236.31
Suburban,2883.76,2443.7,2,4,3,Multi-Family,1978,Renovated,0,24.53,2393809.65
Rural,1444.78,1221.94,1,2,2,Multi-Family,1967,Old,0,59.01,1179242.0
Rural,2757.14,2143.15,1,4,2,Single-Family,2021,New,1,49.72,2279082.13
Rural,4011.08,3008.18,2,6,3,Single-Family,1976,Renovated,1,44.64,3116930.58
Rural,366.36,185.34,1,1,1,Apartment,1991,Renovated,1,43.06,464523.34
Rural,958.69,766.21,1,1,1,Single-Family,2015,Good,1,31.46,889268.52
Rural,3175.61,1704.08,1,3,2,Apartment,1975,Renovated,0,55.17,2153450.84
Rural,3863.97,2333.45,2,4,3,Multi-Family,1972,Old,1,52.86,2863315.69
Suburban,2010.11,1448.48,2,2,1,Single-Family,1954,Old,0,24.23,1550437.43
Urban,501.76,341.54,4,1,1,Multi-Family,1960,Old,0,5.75,612544.15
Urban,3931.92,1990.77,4,3,1,Apartment,1968,Old,1,3.22,2838661.17
Suburban,1688.93,1401.13,1,2,1,Single-Family,1961,Old,1,16.45,1415716.0
Suburban,2138.75,1821.19,1,3,2,Apartment,1951,Old,1,20.12,1809780.76
Suburban,2819.04,2178.41,2,4,2,Apartment,1992,Renovated,0,16.74,2302488.14
Suburban,1833.57,1313.62,1,2,2,Single-Family,1971,Old,0,18.24,1495328.44
Rural,1623.87,1435.98,1,2,1,Single-Family,1975,Renovated,1,31.08,1449910.75
Urban,1642.2,899.9,2,1,1,Apartment,1982,Renovated,1,6.65,1374383.15
Rural,4357.93,3465.27,1,6,4,Single-Family,1973,Old,0,34.07,3401504.64
Urban,3659.61,2017.7,2,4,2,Apartment,2018,Good,0,7.61,2726479.91
Urban,3074.52,2006.86,3,4,2,Multi-Family,1970,Old,0,1.28,2379248.32
Suburban,313.57,230.22,2,1,1,Multi-Family,1995,Renovated,0,12.86,425793.98
Rural,3078.19,2446.65,1,4,2,Single-Family,1967,Old,1,51.28,2453426.98
Suburban,3024.2,1516.6,2,3,2,Single-Family,1954,Old,1,17.18,2196325.36
Rural,1221.87,738.3,1,1,1,Multi-Family,1957,Old,1,48.17,1063452.11
Urban,2758.71,1973.25,2,3,1,Apartment,2006,Good,0,1.69,2254485.92
Suburban,3551.49,2532.74,2,5,2,Apartment,1954,Old,1,21.28,2831451.78
Suburban,3069.37,2317.53,2,4,3,Apartment,1962,Old,0,20.48,2402160.16
Urban,1819.83,1131.1,4,2,2,Single-Family,2015,Good,1,0.98,1554276.85
Urban,2513.26,1800.03,3,3,1,Apartment,1986,Renovated,0,5.37,1936926.99
Urban,3230.36,1860.41,4,3,1,Single-Family,1978,Renovated,1,7.11,2459211.43
Suburban,2559.45,1471.04,1,2,1,Single-Family,2018,Good,1,20.22,1920285.96
Rural,3754.28,2742.97,1,5,3,Single-Family,1981,Renovated,1,35.18,2882096.83
Suburban,2895.68,2241.8,2,4,2,Multi-Family,1997,Renovated,1,25.61,2378310.87
Rural,3252.92,1783.12,2,3,1,Apartment,1951,Old,1,43.64,2279442.03
Suburban,3321.4,1823.83,1,3,2,Single-Family,2018,Good,0,29.15,2346099.69
Suburban,1433.32,1040.76,2,2,2,Apartment,2000,Renovated,1,18.94,1249216.79
Urban,2549.99,1550.49,4,3,2,Multi-Family,1984,Renovated,1,9.62,2212664.17
Rural,2167.65,1424.06,1,2,1,Apartment,1964,Old,0,34.54,1629864.14
Suburban,3543.85,2340.0,2,4,2,Multi-Family,2021,New,1,27.81,2768967.31
Suburban,2963.23,1693.25,1,3,1,Single-Family,2014,Good,1,14.69,2175689.86
Urban,2311.79,1157.11,2,2,2,Single-Family,1987,Renovated,1,9.03,1726425.02
Urban,1218.15,1024.78,2,2,1,Multi-Family,1966,Old,1,1.04,1119196.84
Rural,903.09,709.83,2,1,1,Single-Family,1994,Renovated,1,44.06,821479.64
Suburban,2810.34,2181.43,2,4,3,Apartment,1950,Old,1,26.58,2235263.47
Rural,1782.79,1281.12,2,2,2,Apartment,1952,Old,1,33.27,1495557.38
Suburban,3166.13,2470.81,1,4,2,Multi-Family,2019,Good,0,24.01,2494211.53
Rural,856.86,749.13,2,1,1,Apartment,2001,Renovated,1,53.85,831620.02
Urban,4092.95,3136.3,1,6,3,Single-Family,2002,Renovated,1,9.11,3341187.99
Suburban,3163.86,1917.41,2,3,1,Single-Family,1952,Old,1,16.77,2433977.83
Rural,2599.19,1892.79,2,3,1,Single-Family,1996,Renovated,1,41.94,1976743.89
Urban,4183.06,2831.64,2,5,3,Apartment,1955,Old,1,5.62,3401604.08
Urban,3448.42,2491.72,1,4,2,Single-Family,1995,Renovated,1,0.13,2791159.16
Rural,2025.0,1431.76,2,2,2,Apartment,2010,Good,0,55.23,1644281.19
Suburban,2577.58,2174.21,2,4,3,Multi-Family,1992,Renovated,1,12.17,2229592.62
Suburban,535.73,407.54,1,1,1,Single-Family,2005,Good,1,11.6,561227.55
Urban,3564.19,2051.2,3,4,3,Multi-Family,2019,Good,0,5.54,2661259.38
Suburban,2204.05,1157.58,1,2,1,Apartment,1969,Old,1,11.91,1644599.69
Suburban,522.78,350.13,2,1,1,Apartment,1996,Renovated,1,21.53,532049.75
Suburban,1318.16,667.31,2,1,1,Multi-Family,2003,Renovated,1,19.05,1072191.57
Urban,3370.91,2114.64,3,4,2,Single-Family,1990,Renovated,1,5.48,2671223.49
Rural,4113.8,2662.49,2,5,2,Single-Family,2015,Good,1,39.89,3134784.85
Suburban,2520.43,1638.87,1,3,1,Single-Family,1980,Renovated,1,12.55,2064096.05
Urban,1517.95,1353.62,4,2,2,Multi-Family,2013,Good,1,0.59,1467502.77
Urban,1079.25,670.82,2,1,1,Apartment,2007,Good,0,5.44,961982.49
Rural,3914.61,2372.61,1,4,2,Multi-Family,2004,Renovated,1,37.19,2773858.32
Suburban,2949.47,1627.38,1,3,1,Apartment,1995,Renovated,1,22.88,2068596.46
Suburban,2169.86,1528.46,1,3,1,Single-Family,1973,Old,0,17.14,1705038.46
Rural,1931.73,1084.61,2,2,2,Single-Family,1986,Renovated,0,42.41,1487664.63
Rural,3171.83,2367.83,1,4,3,Apartment,1990,Renovated,1,37.99,2508315.74
Urban,3144.32,1767.31,2,3,1,Single-Family,1974,Old,1,2.6,2381926.25
Urban,1603.42,1171.57,1,2,1,Multi-Family,1978,Renovated,1,0.02,1377102.33
Rural,1357.63,1127.52,2,2,1,Apartment,1980,Renovated,0,40.73,1114358.76
Suburban,1408.1,728.0,1,1,1,Single-Family,1951,Old,1,22.07,1159890.53
Urban,2031.78,1357.02,1,2,1,Single-Family,1961,Old,0,8.57,1655839.52
Urban,1810.21,1238.94,3,2,2,Single-Family,1954,Old,0,8.4,1479348.31
Suburban,4118.09,3362.13,1,6,4,Single-Family,2010,Good,1,11.03,3420635.74
Urban,1996.22,1371.74,1,2,2,Apartment,2005,Good,1,4.59,1718432.73
Suburban,1250.33,909.01,2,1,1,Apartment,2020,New,1,29.74,1187247.69
Suburban,1306.5,1066.73,2,2,2,Single-Family,1986,Renovated,1,27.08,1224072.22
Suburban,2316.03,1676.58,1,3,2,Multi-Family,1985,Renovated,1,25.17,1882020.3
Rural,677.88,436.09,1,1,1,Multi-Family,2023,New,1,47.99,634640.72
Rural,2439.88,1303.72,1,2,1,Multi-Family,1978,Renovated,1,33.46,1700754.88
Rural,1163.79,921.68,2,1,1,Multi-Family,1987,Renovated,1,54.45,915232.58
Suburban,3658.61,3104.17,2,6,4,Apartment,1990,Renovated,0,19.88,3003460.74
Suburban,2616.56,2323.57,1,4,3,Apartment,1982,Renovated,1,17.42,2339309.55
Rural,4621.02,4023.24,2,8,4,Multi-Family,1962,Old,1,59.72,3764012.49
Urban,2271.8,1860.53,1,3,2,Apartment,1955,Old,1,9.56,1949695.48
Suburban,631.74,478.47,1,1,1,Multi-Family,2015,Good,1,25.78,709539.24
Urban,3957.68,3215.95,2,6,3,Single-Family,1957,Old,0,9.3,3279758.96
Urban,3001.92,2019.79,2,4,3,Single-Family,2013,Good,0,8.98,2376930.69
Suburban,3156.91,2329.52,1,4,3,Multi-Family,1958,Old,1,15.88,2489132.21
Suburban,1497.42,957.57,2,1,1,Apartment,1972,Old,0,29.52,1335798.69
Urban,2457.15,1549.68,1,3,2,Multi-Family,2020,New,0,7.85,1944939.6
Urban,2686.46,2156.36,1,4,2,Apartment,1970,Old,1,4.04,2245503.76
Rural,2262.18,1541.84,1,3,1,Single-Family,1950,Old,1,36.81,1717354.07
Rural,765.64,447.8,1,1,1,Apartment,1995,Renovated,1,45.77,609341.38
Suburban,5268.69,3059.92,1,6,4,Multi-Family,2011,Good,1,15.45,3773275.58
Rural,3335.83,2814.34,2,5,3,Single-Family,1951,Old,1,48.95,2702279.05
Rural,2920.58,2252.07,2,4,2,Single-Family,1993,Renovated,1,31.03,2298989.08
Rural,3813.89,2739.97,1,5,2,Apartment,1954,Old,1,46.81,2922721.99
Rural,3144.19,2076.35,2,4,3,Single-Family,1988,Renovated,1,48.25,2354104.15
Urban,1822.8,1225.52,4,2,1,Single-Family,2015,Good,0,7.91,1593014.48
Suburban,3749.78,1961.04,1,3,1,Apartment,1994,Renovated,1,23.27,2683925.62
Rural,3352.22,2286.09,1,4,2,Single-Family,1962,Old,1,38.81,2485501.82
Urban,1860.71,1522.4,4,3,1,Multi-Family,1981,Renovated,0,4.72,1600566.49
Urban,3290.01,2155.6,3,4,3,Apartment,1992,Renovated,0,6.69,2565729.64
Urban,2259.43,1476.38,3,2,2,Apartment,1957,Old,1,9.59,1901290.89
Rural,2708.48,1371.27,2,2,2,Apartment,2023,New,1,33.42,1944755.14
Rural,3099.65,2117.48,2,4,3,Apartment,2008,Good,0,40.78,2289149.47
Suburban,3868.5,1973.46,2,3,1,Multi-Family,1960,Old,1,16.82,2814931.81
Rural,1854.0,1349.97,1,2,2,Apartment,1977,Renovated,0,32.46,1380545.56
Rural,2864.96,2013.25,1,4,3,Multi-Family,1988,Renovated,1,35.87,2361137.0
Urban,4515.73,3775.17,4,7,4,Apartment,1975,Renovated,1,5.56,3665568.46
Suburban,2323.95,1702.79,2,3,2,Apartment,2021,New,0,22.78,1891781.73
Rural,2696.56,1697.14,1,3,2,Single-Family,1975,Renovated,1,51.65,2009721.6
